Description,Total_Revenue,Total_Quantity,Transaction_Count,Avg_Price,ASP,Product_Type
METAL TUBE CHIME ON BAMBOO,529.21,490,15,1.8033333333333335,1.0800204081632654,📦 Volume Driver
METALIC LEAVES BAG CHARMS,205.06,83,36,2.4691666666666667,2.470602409638554,⚠️ Rationalization Candidate
MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7,6.170000000000001,6.166363636363636,⚠️ Rationalization Candidate
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,17.509999999999998,6,6,2.918333333333333,2.918333333333333,⚠️ Rationalization Candidate
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,11,5,7.212000000000001,4.887272727272728,⚠️ Rationalization Candidate
MIDNIGHT BLUE GLASS/SILVER BRACELET,167.3,18,15,9.322,9.294444444444444,⚠️ Rationalization Candidate
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,119.84,32,24,3.7441666666666666,3.745,⚠️ Rationalization Candidate
MIDNIGHT BLUE VINTAGE EARRINGS,195.32,52,32,3.759375,3.756153846153846,⚠️ Rationalization Candidate
MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,85,1.9223529411764706,1.5476543209876543,⚠️ Rationalization Candidate
MILK BOTTLE WITH GLASS STOPPER ,223.46,30,17,7.830000000000001,7.448666666666667,⚠️ Rationalization Candidate
MILK MAIDS MUG ,393.59,219,33,2.2335294117647058,1.797214611872146,⚠️ Rationalization Candidate
MILK PAN BLUE POLKADOT,669.54,197,79,3.7055,3.3986802030456853,💎 Premium Product
MILK PAN PINK POLKADOT,319.35,66,38,5.54,4.838636363636364,⚠️ Rationalization Candidate
MILK PAN RED RETROSPOT,1483.13,404,146,4.453835616438356,3.671113861386139,⭐ Core Product
MINI  ZINC GARDEN DECORATIONS ,330.54999999999995,829,33,0.8269696969696969,0.3987334137515078,📦 Volume Driver
MINI CAKE STAND  HANGING STRAWBERY,2083.19,1380,220,2.076888888888889,1.5095579710144928,⭐ Core Product
MINI CAKE STAND T-LIGHT HOLDER,931.02,1872,142,0.6406293706293706,0.4973397435897436,⭐ Core Product
MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,183,1.7795212765957447,1.4594460856720826,⭐ Core Product
MINI FUNKY DESIGN TAPES,993.99,1295,91,0.8597849462365591,0.7675598455598456,⭐ Core Product
MINI HIGHLIGHTER PENS,100.79999999999998,840,4,0.12,0.11999999999999998,📦 Volume Driver
MINI JIGSAW BAKE A CAKE ,530.8,1453,55,0.502,0.3653131452167928,📦 Volume Driver
MINI JIGSAW BUNNIES,435.67,1142,75,0.5626666666666666,0.3814973730297723,📦 Volume Driver
MINI JIGSAW CIRCUS PARADE ,960.86,2519,91,0.5225,0.38144501786423185,⭐ Core Product
MINI JIGSAW DINOSAUR ,338.23,809,101,0.6317647058823529,0.4180840543881335,📦 Volume Driver
MINI JIGSAW DOLLY GIRL,1129.32,2918,136,0.56,0.38701850582590813,⭐ Core Product
MINI JIGSAW GO TO THE FAIR,164.42000000000002,402,40,0.55875,0.40900497512437817,📦 Volume Driver
MINI JIGSAW LEAP FROG,201.95,503,35,0.5651428571428571,0.40149105367793236,📦 Volume Driver
MINI JIGSAW PURDEY,799.9799999999999,2103,86,0.5354651162790698,0.38039942938659055,⭐ Core Product
MINI JIGSAW SPACEBOY,1714.9199999999998,4518,175,0.5311363636363636,0.37957503320053115,⭐ Core Product
MINI LADLE LOVE HEART PINK,297.4,528,166,0.6704216867469879,0.5632575757575757,📦 Volume Driver
MINI LADLE LOVE HEART RED ,401.18,865,153,0.6414285714285715,0.4637919075144509,📦 Volume Driver
MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1799,215,4.408538812785388,3.7349305169538636,⭐ Core Product
MINI PAINT SET VINTAGE ,16937.82,26633,380,0.7850263157894737,0.6359711635940375,⭐ Core Product
MINI PAINTED GARDEN DECORATION ,740.15,2451,79,0.5020253164556961,0.3019787841697266,⭐ Core Product
MINI PLAYING CARDS BUFFALO BILL ,1155.67,2882,119,0.4734645669291338,0.40099583622484386,⭐ Core Product
MINI PLAYING CARDS DOLLY GIRL ,1163.45,2627,120,0.4665625,0.4428816140083746,⭐ Core Product
MINI PLAYING CARDS FUN FAIR ,451.46000000000004,1062,65,0.4865151515151515,0.4251035781544256,📦 Volume Driver
MINI PLAYING CARDS GYMKHANA,1118.8,2521,120,0.4972,0.4437921459738199,⭐ Core Product
MINI PLAYING CARDS SPACEBOY ,1129.1200000000001,2723,146,0.46264900662251657,0.41466030113845026,⭐ Core Product
MINI WOODEN HAPPY BIRTHDAY GARLAND,3131.24,1811,224,2.377920353982301,1.7290115958034233,⭐ Core Product
MINIATURE ANTIQUE ROSE HOOK IVORY,1775.5099999999998,2091,243,0.9144,0.849120038259206,⭐ Core Product
MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,0.85,0.85,⚠️ Rationalization Candidate
MINT DINER CLOCK,17.0,2,1,8.5,8.5,⚠️ Rationalization Candidate
MINT DINER WALL CLOCK,3159.41,371,162,8.835555555555555,8.515929919137466,⭐ Core Product
MINT GREEN ROSE TOWEL,754.07,196,86,3.64,3.8472959183673474,💎 Premium Product
MINT KITCHEN SCALES,7521.89,859,362,9.404475138121548,8.756565774155996,⭐ Core Product
MIRROR CORNICE,1515.68,94,62,16.29064516129032,16.124255319148936,💎 Premium Product
MIRROR LOVE BIRD T-LIGHT HOLDER,255.0,144,12,4.041538461538462,1.7708333333333333,⚠️ Rationalization Candidate
MIRROR MOSAIC CANDLE PLATE,343.71,288,59,1.58,1.1934375,⚠️ Rationalization Candidate
MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,33,3.9760606060606065,1.4770383275261325,⭐ Core Product
MIRROR MOSAIC HURRICANE LAMP ,898.38,349,47,5.131914893617021,2.5741547277936965,⭐ Core Product
MIRROR MOSAIC T-LIGHT HOLDER ,831.84,1622,31,2.0570967741935484,0.5128483353884093,⭐ Core Product
MIRROR MOSAIC T-LIGHT HOLDER ROUND,908.24,1248,26,2.12,0.7277564102564102,⭐ Core Product
MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,69,2.2659420289855072,1.4277955493741308,⭐ Core Product
MIRRORED DISCO BALL ,3435.05,649,134,5.797388059701492,5.292835130970724,⭐ Core Product
MIRRORED DOVE WALL DECORATION,276.72,116,24,2.6748000000000003,2.3855172413793104,⚠️ Rationalization Candidate
MIRRORED WALL ART FOXY,100.66000000000001,16,9,5.775555555555556,6.291250000000001,⚠️ Rationalization Candidate
MIRRORED WALL ART GENTS,199.48999999999998,171,43,2.19953488372093,1.1666081871345029,⚠️ Rationalization Candidate
MIRRORED WALL ART LADIES,143.28,163,33,1.2448484848484849,0.8790184049079754,⚠️ Rationalization Candidate
MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,46,5.890851063829787,5.282808988764044,⚠️ Rationalization Candidate
MIRRORED WALL ART POPPIES,319.71,287,38,1.6355263157894737,1.11397212543554,⚠️ Rationalization Candidate
MIRRORED WALL ART SKULLS,463.79,304,46,2.366739130434783,1.525625,⚠️ Rationalization Candidate
MIRRORED WALL ART SNOWFLAKES,389.04,512,47,0.8572340425531915,0.75984375,📦 Volume Driver
MIRRORED WALL ART SPLODGES,161.49,101,16,2.515,1.598910891089109,⚠️ Rationalization Candidate
MIRRORED WALL ART STARS,447.09000000000003,363,52,1.972962962962963,1.2316528925619836,📦 Volume Driver
MIRRORED WALL ART TABLE LAMP,107.75,75,33,1.9772727272727273,1.4366666666666668,⚠️ Rationalization Candidate
MISELTOE HEART WREATH ,312.8,80,5,4.07,3.91,⚠️ Rationalization Candidate
MISELTOE HEART WREATH CREAM,996.0000000000001,240,1,4.15,4.15,💎 Premium Product
MISELTOE HEART WREATH WHITE,304.5,78,4,4.050000000000001,3.9038461538461537,⚠️ Rationalization Candidate
MISTLETOE HEART WREATH CREAM,2535.48,624,110,4.21018018018018,4.06326923076923,⭐ Core Product
MISTLETOE HEART WREATH GREEN,3676.1800000000003,882,179,4.532011173184357,4.168004535147393,⭐ Core Product
MIXED NUTS LIGHT GREEN BOWL,296.45,568,68,0.8294117647058823,0.521919014084507,📦 Volume Driver
MOBILE VINTAGE HEARTS ,1146.3500000000001,249,93,5.08505376344086,4.603815261044177,💎 Premium Product
MOCK LOBSTER FRIDGE MAGNET,164.17,296,45,1.0622222222222222,0.5546283783783783,⚠️ Rationalization Candidate
MODERN FLORAL STATIONERY SET,2870.0,1672,366,1.9954200542005418,1.7165071770334928,⭐ Core Product
MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,8,1.67,1.3499999999999999,⚠️ Rationalization Candidate
MONEY BOX BISCUITS DESIGN,299.72,228,57,1.5082456140350877,1.314561403508772,⚠️ Rationalization Candidate
MONEY BOX CONFECTIONERY DESIGN,162.44,145,29,1.496551724137931,1.1202758620689655,⚠️ Rationalization Candidate
MONEY BOX FIRST ADE DESIGN,62.5,50,13,1.25,1.25,⚠️ Rationalization Candidate
MONEY BOX FIRST AID DESIGN,36.78,44,11,1.3136363636363635,0.8359090909090909,⚠️ Rationalization Candidate
MONEY BOX HOUSEKEEPING DESIGN,247.42000000000002,237,58,1.4191379310344827,1.0439662447257385,⚠️ Rationalization Candidate
MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,1.5136904761904764,1.1660693641618496,⚠️ Rationalization Candidate
MONEY BOX POCKET MONEY DESIGN,415.36,372,70,1.431857142857143,1.1165591397849464,📦 Volume Driver
MONSTERS STENCIL CRAFT,1763.3700000000001,1413,211,1.366824644549763,1.2479617834394905,⭐ Core Product
MONTANA DIAMOND CLUSTER EARRINGS,24.119999999999997,9,4,2.8425,2.6799999999999997,⚠️ Rationalization Candidate
MONTANA DIAMOND CLUSTER NECKLACE,37.66,4,3,9.363333333333333,9.415,⚠️ Rationalization Candidate
MOODY BOY  DOOR HANGER ,601.79,1126,124,1.0303225806451612,0.534449378330373,📦 Volume Driver
MOODY GIRL DOOR HANGER ,781.87,1469,170,0.9722285714285716,0.5322464261402314,⭐ Core Product
MOP PENDANT SHELL NECKLACE,49.64,10,4,4.985,4.964,⚠️ Rationalization Candidate
MORE BUTTER METAL SIGN ,821.61,760,160,1.401625,1.0810657894736841,⭐ Core Product
MOROCCAN BEATEN METAL DISH,160.09,15,6,11.756666666666666,10.672666666666666,⚠️ Rationalization Candidate
MOROCCAN BEATEN METAL DISH LARGE,165.74,12,8,14.3425,13.811666666666667,⚠️ Rationalization Candidate
MOROCCAN BEATEN METAL MIRROR,268.1,19,13,16.092307692307692,14.110526315789475,⚠️ Rationalization Candidate
MOROCCAN TEA GLASS,3357.34,4162,125,1.01512,0.8066650648726574,⭐ Core Product
MOTHER'S KITCHEN SPOON REST ,967.17,226,84,4.879411764705883,4.279513274336283,💎 Premium Product
MOTORING TISSUE BOX,822.13,1830,160,0.6054938271604938,0.4492513661202186,⭐ Core Product
MOUSE TOY WITH PINK T-SHIRT,1482.43,389,165,3.863053892215569,3.8108740359897175,⭐ Core Product
MOUSEY LONG LEGS SOFT TOY,266.03,97,41,3.0048780487804874,2.7425773195876286,⚠️ Rationalization Candidate
MR ROBOT SOFT TOY,697.7,216,44,5.847727272727273,3.2300925925925927,💎 Premium Product
MRS ROBOT SOFT TOY,428.85,143,28,4.807142857142857,2.998951048951049,⚠️ Rationalization Candidate
"MUG , DOTCOMGIFTSHOP.COM ",4.17,5,5,0.834,0.834,⚠️ Rationalization Candidate
MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,347,0.9520170454545455,0.82924893314367,⭐ Core Product
MULTI HEARTS  STICKERS,204.69,237,42,0.927142857142857,0.8636708860759493,⚠️ Rationalization Candidate
MULTICOLOUR  CONFETTI IN TUBE,382.9599999999999,284,27,1.6192592592592592,1.3484507042253517,⚠️ Rationalization Candidate
MULTICOLOUR 3D BALLS GARLAND,677.1899999999999,253,68,2.811971830985915,2.676640316205533,💎 Premium Product
MULTICOLOUR EASTER RABBIT ,39.0,20,4,1.95,1.95,⚠️ Rationalization Candidate
MULTICOLOUR HONEYCOMB FAN,886.24,1224,89,1.396629213483146,0.7240522875816994,⭐ Core Product
MULTICOLOUR HONEYCOMB PAPER GARLAND,1531.1399999999999,1119,75,1.9658666666666667,1.3683109919571044,⭐ Core Product
MULTICOLOUR POLKADOT PLATE,30.43,29,3,2.776666666666667,1.0493103448275862,⚠️ Rationalization Candidate
MULTICOLOUR RABBIT EGG WARMER,292.07,319,70,0.973,0.9155799373040752,⚠️ Rationalization Candidate
MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,135,2.6641176470588235,0.6666116352201258,⭐ Core Product
MUM'S KITCHEN CLOCK,621.09,122,49,5.939387755102041,5.0909016393442625,⚠️ Rationalization Candidate
MUMMY MOUSE RED GINGHAM RIBBON,5.45,1,1,5.45,5.45,⚠️ Rationalization Candidate
MURANO STYLE GLASS BRACELET BLACK,66.7,18,11,3.7318181818181815,3.7055555555555557,⚠️ Rationalization Candidate
MURANO STYLE GLASS BRACELET GOLD,54.42,15,10,3.6689999999999996,3.628,⚠️ Rationalization Candidate
MURANO STYLE GLASS BRACELET RED,54.290000000000006,14,5,3.908,3.877857142857143,⚠️ Rationalization Candidate
MUSICAL ZINC HEART DECORATION ,1179.59,2763,176,0.6557777777777777,0.4269236337314513,⭐ Core Product
Manual,77752.82,6991,295,229.41572755417957,11.12184522958089,⭐ Core Product
Marked as 23343,0.0,400,1,0.0,0.0,📦 Volume Driver
N0 SINGING METAL SIGN,2639.42,1225,49,2.673673469387755,2.1546285714285713,⭐ Core Product
NAMASTE SWAGAT INCENSE,632.34,2391,47,0.29411764705882354,0.2644667503136763,📦 Volume Driver
NATURAL HANGING QUILTED HEARTS ,1171.23,1449,72,1.363918918918919,0.8083022774327122,⭐ Core Product
NATURAL SLATE CHALKBOARD LARGE ,9534.67,1727,476,6.674088050314466,5.520943833236827,⭐ Core Product
NATURAL SLATE HEART CHALKBOARD ,27991.61,9119,1249,3.59003187250996,3.0695920605329534,⭐ Core Product
NATURAL SLATE RECTANGLE CHALKBOARD,5573.679999999999,3195,415,2.071558752997602,1.7445007824726133,⭐ Core Product
NECKLACE+BRACELET PINK BUTTERFLY,73.95,29,10,2.55,2.5500000000000003,⚠️ Rationalization Candidate
NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,45,26,2.4815384615384612,2.4935555555555555,⚠️ Rationalization Candidate
NECKLACE+BRACELET SET BLUE HIBISCUS,76.38,27,16,2.8637499999999996,2.828888888888889,⚠️ Rationalization Candidate
NECKLACE+BRACELET SET FRUIT SALAD ,35.699999999999996,14,13,2.55,2.55,⚠️ Rationalization Candidate
NECKLACE+BRACELET SET PINK DAISY,2.55,1,1,2.55,2.55,⚠️ Rationalization Candidate
NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5,4,8.4075,8.426,⚠️ Rationalization Candidate
NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4,3,8.436666666666667,8.4525,⚠️ Rationalization Candidate
NEW BAROQUE B'FLY NECKLACE MONTANA,16.810000000000002,2,2,8.405000000000001,8.405000000000001,⚠️ Rationalization Candidate
NEW BAROQUE B'FLY NECKLACE PINK,16.82,2,2,8.41,8.41,⚠️ Rationalization Candidate
NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6,8.38,8.41,⚠️ Rationalization Candidate
NEW BAROQUE BLACK BOXES,38.25,3,3,12.75,12.75,⚠️ Rationalization Candidate
NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,14,7.307857142857143,5.4151851851851855,⚠️ Rationalization Candidate
NEW BAROQUE JEWELLERY BOX ,446.89,53,25,9.4516,8.43188679245283,⚠️ Rationalization Candidate
NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,16,14,8.381428571428572,8.385,⚠️ Rationalization Candidate
NEW BAROQUE SMALL NECKLACE BLACK,42.14,5,4,8.41,8.428,⚠️ Rationalization Candidate
NEW ENGLAND MUG W GIFT BOX,5.1,2,2,2.55,2.55,⚠️ Rationalization Candidate
NEWSPAPER STAND,316.95000000000005,27,5,19.874000000000002,11.73888888888889,⚠️ Rationalization Candidate
NINJA RABBIT BLACK,239.24,187,58,1.5422413793103449,1.2793582887700534,⚠️ Rationalization Candidate
NINJA RABBIT PINK,187.79,167,42,1.1130232558139534,1.124491017964072,⚠️ Rationalization Candidate
NO JUNK MAIL METAL SIGN,1313.79,1940,266,1.1986764705882353,0.6772113402061856,⭐ Core Product
NO SINGING METAL SIGN,10193.76,4788,496,2.53742,2.1290225563909777,⭐ Core Product
NOEL GARLAND PAINTED ZINC ,787.2099999999999,1398,128,0.766328125,0.5630972818311873,⭐ Core Product
NOEL WOODEN BLOCK LETTERS ,2159.7000000000003,352,133,6.868805970149254,6.135511363636365,⭐ Core Product
NOVELTY BISCUITS CAKE STAND 3 TIER,3939.87,385,165,11.292349397590362,10.233428571428572,⭐ Core Product
NUMBER TILE COTTAGE GARDEN 0 ,144.65,63,20,3.04,2.2960317460317463,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 1,246.14,96,44,3.1904545454545454,2.5639583333333333,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 2,240.29,93,39,3.2600000000000002,2.583763440860215,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 3 ,163.35,67,25,3.258,2.4380597014925374,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 4,177.46,72,30,3.1853333333333333,2.4647222222222225,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 5,145.5,60,26,3.0461538461538464,2.425,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 6,150.81,65,21,2.944545454545455,2.320153846153846,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 7,149.09,63,25,2.9124,2.3665079365079364,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 8,138.81,61,20,2.943,2.2755737704918033,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN 9,138.10999999999999,63,19,2.638421052631579,2.192222222222222,⚠️ Rationalization Candidate
NUMBER TILE COTTAGE GARDEN No,204.19,75,33,3.453333333333333,2.7225333333333332,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 0,102.46,70,16,2.8674999999999997,1.4637142857142855,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 1,196.69,97,32,3.299375,2.0277319587628866,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 2,197.56,102,34,3.2152941176470584,1.9368627450980391,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 3,213.7,108,42,3.0280952380952377,1.9787037037037036,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 4,191.48,100,32,3.294375,1.9147999999999998,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 5,194.04999999999998,99,36,3.086666666666667,1.96010101010101,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 6 ,172.78,96,28,3.097142857142857,1.7997916666666667,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 7,146.43,87,25,2.8827999999999996,1.6831034482758622,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 8,126.78,78,23,2.967391304347826,1.6253846153846154,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT 9 ,124.97999999999999,76,21,3.1642857142857146,1.644473684210526,⚠️ Rationalization Candidate
NUMBER TILE VINTAGE FONT No ,263.8,169,33,3.626969696969697,1.5609467455621302,⚠️ Rationalization Candidate
NURSE'S BAG SOFT TOY,634.53,70,29,9.226896551724137,9.064714285714285,⚠️ Rationalization Candidate
"NURSERY A,B,C PAINTED LETTERS",932.4,198,73,6.4089041095890416,4.709090909090909,💎 Premium Product
Next Day Carriage,1200.0,79,79,15.189873417721518,15.189873417721518,💎 Premium Product
OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,82,4.176585365853659,1.939182879377432,⭐ Core Product
OCEAN SCENT CANDLE JEWELLED DRAWER,8.47,1,1,8.47,8.47,⚠️ Rationalization Candidate
OCEAN STRIPE HAMMOCK ,15.9,2,1,7.95,7.95,⚠️ Rationalization Candidate
OFFICE MUG WARMER BLACK+SILVER ,3403.76,1132,142,4.082222222222223,3.006855123674912,⭐ Core Product
OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,3.962148148148148,3.0861754385964915,⭐ Core Product
OFFICE MUG WARMER PINK,1564.8300000000002,565,65,3.51179104477612,2.769610619469027,⭐ Core Product
OFFICE MUG WARMER POLKADOT,1950.4900000000002,645,131,3.6210526315789475,3.0240155038759693,⭐ Core Product
OLD DOC RUSSEL METAL SIGN,29.400000000000002,14,3,2.1,2.1,⚠️ Rationalization Candidate
OLD ROSE COMBO BEAD NECKLACE,157.5,54,45,2.912,2.9166666666666665,⚠️ Rationalization Candidate
OOH LA LA DOGS COLLAR,15.79,1,1,15.79,15.79,⚠️ Rationalization Candidate
OPEN CLOSED METAL SIGN,7923.93,1638,388,5.524447300771209,4.8375641025641025,⭐ Core Product
OPIUM SCENTED VOTIVE CANDLE,203.27999999999997,840,18,0.2633333333333333,0.24199999999999997,📦 Volume Driver
OPULENT VELVET SET/3 CANDLES,8.42,2,1,4.21,4.21,⚠️ Rationalization Candidate
ORANGE FELT VASE + FLOWERS,1.25,1,1,1.25,1.25,⚠️ Rationalization Candidate
ORANGE FLOWER MUG ,9.06,10,2,0.8200000000000001,0.906,⚠️ Rationalization Candidate
ORANGE PENDANT TRIPLE SHELL NECKLAC,24.75,5,2,4.95,4.95,⚠️ Rationalization Candidate
ORANGE SCENTED SET/9 T-LIGHTS,511.04999999999995,600,87,1.035909090909091,0.8517499999999999,📦 Volume Driver
ORANGE TV TRAY TABLE ,1165.9099999999999,504,43,3.9976744186046513,2.3133134920634917,⭐ Core Product
ORANGE VOTIVE CANDLE,257.03999999999996,1032,25,0.2708,0.24906976744186043,📦 Volume Driver
ORANGE/FUSCHIA STONES NECKLACE,4.98,1,1,4.98,4.98,⚠️ Rationalization Candidate
ORANGE/WHT/FUSCHIA STONES NECKLACE,39.660000000000004,8,2,4.965,4.9575000000000005,⚠️ Rationalization Candidate
ORGANISER WOOD ANTIQUE WHITE ,1205.3,144,77,8.378571428571428,8.370138888888889,💎 Premium Product
ORIENTAL RED CUSHION COVER ,60.45,13,4,4.65,4.65,⚠️ Rationalization Candidate
ORIGAMI JASMINE INCENSE/CANDLE SET,595.85,525,85,1.8828235294117646,1.134952380952381,📦 Volume Driver
ORIGAMI LAVENDER INCENSE/CANDL SET ,481.79999999999995,420,85,1.7676470588235293,1.147142857142857,📦 Volume Driver
ORIGAMI OPIUM INCENSE/CANDLE SET ,62.64,44,10,2.3169999999999997,1.4236363636363636,⚠️ Rationalization Candidate
ORIGAMI ROSE INCENSE IN TUBE,267.82,535,13,1.2453846153846153,0.5005981308411215,📦 Volume Driver
ORIGAMI ROSE INCENSE/CANDLE SET ,547.24,461,97,1.8228865979381443,1.1870715835140997,📦 Volume Driver
ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36000000000001,81,7,1.5728571428571427,0.8192592592592595,⚠️ Rationalization Candidate
ORIGAMI SANDLEWOOD INCENSE/CAND SET,530.6,448,94,1.7973404255319148,1.184375,📦 Volume Driver
ORIGAMI VANILLA INCENSE CONES,71.19,155,8,0.9512499999999999,0.45929032258064517,⚠️ Rationalization Candidate
ORIGAMI VANILLA INCENSE/CANDLE SET ,375.93,323,65,1.9546969696969696,1.1638699690402476,⚠️ Rationalization Candidate
OVAL  MINI PORTRAIT FRAME,615.98,316,47,1.9883673469387753,1.9493037974683545,⚠️ Rationalization Candidate
OVEN MITT APPLES DESIGN,2013.1,1350,211,1.8147641509433963,1.4911851851851852,⭐ Core Product
OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,178,7.358076923076922,6.677407407407407,⭐ Core Product
OWL DOORSTOP,4051.79,707,258,6.558918918918919,5.730961810466761,⭐ Core Product
OYSTER TRINKET BOX,120.41,53,19,3.8560000000000003,2.2718867924528303,⚠️ Rationalization Candidate
PACK 20 DOLLY PEGS,174.5,242,4,0.7525,0.7210743801652892,⚠️ Rationalization Candidate
PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,1.1018518518518519,0.9176353790613717,📦 Volume Driver
PACK 3 BOXES BIRD PANETTONE ,451.84,204,31,3.4170967741935483,2.2149019607843137,⚠️ Rationalization Candidate
PACK 3 BOXES BIRD PANNETONE ,4188.94,2168,187,2.5172727272727276,1.9321678966789666,⭐ Core Product
PACK 3 BOXES CHRISTMAS PANETTONE,248.48,76,24,3.3125,3.269473684210526,⚠️ Rationalization Candidate
PACK 3 BOXES CHRISTMAS PANNETONE,3359.8199999999997,1649,161,2.749156626506024,2.03748938750758,⭐ Core Product
PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,19,1.7621052631578946,1.3929411764705883,⚠️ Rationalization Candidate
PACK 3 IRON ON DOG PATCHES,355.84,294,65,1.2592307692307692,1.2103401360544217,⚠️ Rationalization Candidate
PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1,1.25,1.25,⚠️ Rationalization Candidate
PACK 6 HEART/ICE-CREAM PATCHES,560.62,467,98,1.3740816326530612,1.2004710920770878,📦 Volume Driver
PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,0.46322404371584697,0.46036527395546656,⭐ Core Product
PACK OF 12 BLUE PAISLEY TISSUES ,777.67,2301,155,0.44819354838709674,0.33797044763146455,⭐ Core Product
PACK OF 12 CHRISTMAS FUN CARDS,283.79,106,37,2.632162162162162,2.6772641509433965,⚠️ Rationalization Candidate
PACK OF 12 CIRCUS PARADE TISSUES ,660.15,2073,102,0.4941176470588235,0.31845151953690304,⭐ Core Product
PACK OF 12 COLOURED PENCILS,3183.6299999999997,3947,219,0.9124886877828055,0.8065948821890042,⭐ Core Product
PACK OF 12 DOILEY TISSUES,28.08,72,2,0.39,0.38999999999999996,⚠️ Rationalization Candidate
PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,133,0.5607462686567164,0.4385270170244263,📦 Volume Driver
PACK OF 12 HEARTS DESIGN TISSUES ,2729.5099999999998,8775,427,0.4177389277389277,0.3110552706552706,⭐ Core Product
PACK OF 12 LONDON TISSUES ,7975.98,26323,513,0.44740458015267176,0.30300421684458456,⭐ Core Product
PACK OF 12 PAISLEY PARK TISSUES ,839.8399999999999,1840,136,0.5168115942028985,0.45643478260869563,⭐ Core Product
PACK OF 12 PINK PAISLEY TISSUES ,1112.6,3458,212,0.4711214953271028,0.3217466743782533,⭐ Core Product
PACK OF 12 PINK POLKADOT TISSUES,1197.73,4067,189,0.4273298429319371,0.29449963117777234,⭐ Core Product
PACK OF 12 RED APPLE TISSUES,465.36,1220,76,0.5376623376623376,0.3814426229508197,📦 Volume Driver
PACK OF 12 RED RETROSPOT TISSUES ,2121.18,6685,297,0.40671140939597317,0.31730441286462224,⭐ Core Product
PACK OF 12 SKULL TISSUES,1582.1499999999999,5271,232,0.44693617021276594,0.30016125972301266,⭐ Core Product
PACK OF 12 SPACEBOY TISSUES,1024.2199999999998,3032,219,0.45162162162162156,0.3378034300791556,⭐ Core Product
PACK OF 12 STICKY BUNNIES,751.28,991,167,1.0253254437869823,0.7581029263370332,⭐ Core Product
PACK OF 12 SUKI TISSUES ,2215.6099999999997,7173,359,0.4738251366120218,0.30888191830475387,⭐ Core Product
PACK OF 12 TRADITIONAL CRAYONS,4072.13,9719,443,0.5406053811659193,0.4189865212470419,⭐ Core Product
PACK OF 12 VINTAGE CHRISTMAS TISSUE,1384.9099999999999,3039,155,0.5079245283018868,0.455712405396512,⭐ Core Product
